"subj_id","seed","date","computer","block","block_type","trial","proposition_id","feat_type","question_slug","cue","mask_type","response_type","pic","correct_response","response","rt","is_correct"
"MDT118",118,"2015_Nov_12_1527","LL-ELAINE",3,"test",179,"raccoon:visual:yes:2","visual","does-it-have-a-tail","raccoon","mask","prompt",NA,"yes","yes",86.9029138703,1
"MDT118",118,"2015_Nov_12_1527","LL-ELAINE",3,"test",180,"tiger:visual:yes:3","visual","is-it-orange","tiger","mask","prompt",NA,"yes","yes",257.153511513,1
"MDT118",118,"2015_Nov_12_1527","LL-ELAINE",3,"test",181,"swan:visual:yes:1","visual","does-it-have-a-long-neck","swan","mask","pic","swan","yes","yes",184.460953809,1
"MDT118",118,"2015_Nov_12_1527","LL-ELAINE",3,"test",182,"jacket:nonvisual:yes:2","nonvisual","is-it-worn-in-cold-temperatures","jacket","mask","prompt",NA,"yes","yes",394.338903949,1
"MDT118",118,"2015_Nov_12_1527","LL-ELAINE",3,"test",183,"swan:nonvisual:yes:3","nonvisual","does-it-live-on-water","swan","nomask","prompt",NA,"yes","yes",176.725360332,1
"MDT118",118,"2015_Nov_12_1527","LL-ELAINE",3,"test",184,"alligator:nonvisual:yes:6","nonvisual","is-it-found-in-summer","alligator","nomask","pic","alligator","yes","yes",73.7440504599,1
"MDT118",118,"2015_Nov_12_1527","LL-ELAINE",3,"test",185,"donkey:visual:yes:4","visual","does-it-have-hooves","donkey","nomask","prompt",NA,"yes","yes",71.5581616387,1
"MDT118",118,"2015_Nov_12_1527","LL-ELAINE",3,"test",186,"grasshopper:visual:no:1","visual","is-it-made-of-wood","grasshopper","mask","pic","apple","no","no",77.2483858746,1
"MDT118",118,"2015_Nov_12_1527","LL-ELAINE",3,"test",187,"chair:nonvisual:no:1","nonvisual","is-it-a-fruit","chair","nomask","pic","zebra","no","no",159.46583543,1
"MDT118",118,"2015_Nov_12_1527","LL-ELAINE",3,"test",188,"carrot:visual:yes:1","visual","is-it-orange","carrot","nomask","pic","carrot","yes","yes",86.6839727387,1
"MDT118",118,"2015_Nov_12_1527","LL-ELAINE",3,"test",189,"jacket:nonvisual:yes:1","nonvisual","is-it-clothing","jacket","nomask","pic","jacket","yes","yes",53.6978296004,1
"MDT118",118,"2015_Nov_12_1527","LL-ELAINE",3,"test",190,"rabbit:nonvisual:yes:1","nonvisual","does-it-hop","rabbit","mask","pic","rabbit","yes","yes",158.075368032,1
"MDT118",118,"2015_Nov_12_1527","LL-ELAINE",3,"test",191,"apple:visual:yes:5","visual","does-it-have-a-core","apple","nomask","prompt",NA,"yes","yes",210.266538197,1
"MDT118",118,"2015_Nov_12_1527","LL-ELAINE",3,"test",192,"elephant:visual:yes:2","visual","does-it-have-ears","elephant","nomask","pic","elephant","yes","yes",26.6999132,1
"MDT118",118,"2015_Nov_12_1527","LL-ELAINE",3,"test",193,"zebra:visual:no:1","visual","is-it-red","zebra","mask","prompt",NA,"no","no",89.4975559786,1
