"subj_id","seed","date","computer","block","block_type","trial","proposition_id","feat_type","question_slug","cue","mask_type","response_type","pic","correct_response","response","rt","is_correct"
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",159,"banana:visual:yes:4","visual","does-it-have-a-skin","banana","mask","prompt",NA,"yes","yes",70.5039770837,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",160,"bike:visual:yes:4","visual","is-it-made-of-metal","bike","nomask","prompt",NA,"yes","yes",42.3235119961,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",161,"table:visual:no:2","visual","does-it-have-a-nose","table","mask","prompt",NA,"no","no",69.869564526,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",162,"train:visual:no:1","visual","is-it-green","train","nomask","prompt",NA,"no","no",405.333610746,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",163,"elephant:visual:yes:4","visual","does-it-have-a-tail","elephant","mask","prompt",NA,"yes","yes",642.553014419,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",164,"chair:visual:yes:3","visual","does-it-have-armrests","chair","mask","prompt",NA,"yes","yes",91.4629579347,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",165,"giraffe:visual:yes:2","visual","is-it-tall","giraffe","nomask","prompt",NA,"yes","yes",215.676904118,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",166,"apple:visual:yes:1","visual","is-it-red","apple","nomask","pic","apple","yes","yes",302.876622445,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",167,"table:visual:yes:4","visual","is-it-flat","table","mask","prompt",NA,"yes","yes",726.646287789,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",168,"rabbit:visual:no:4","visual","is-it-flat","rabbit","mask","prompt",NA,"no","no",61.550501734,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",169,"penguin:nonvisual:yes:1","nonvisual","is-it-a-bird","penguin","mask","prompt",NA,"yes","yes",68.3840404527,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",170,"pineapple:nonvisual:yes:3","nonvisual","does-it-grow-on-trees","pineapple","mask","prompt",NA,"yes","yes",262.996975187,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",171,"zebra:visual:yes:4","visual","does-it-have-a-mane","zebra","mask","prompt",NA,"yes","no",259.218027291,0
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",172,"elephant:visual:yes:1","visual","is-it-grey","elephant","nomask","prompt",NA,"yes","yes",823.341068768,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",173,"pig:visual:yes:4","visual","does-it-have-legs","pig","mask","prompt",NA,"yes","yes",222.007586053,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",174,"train:nonvisual:no:3","nonvisual","does-it-live-in-the-arctic","train","nomask","prompt",NA,"no","no",367.929516826,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",175,"swan:visual:yes:3","visual","does-it-have-feathers","swan","mask","prompt",NA,"yes","yes",327.901029072,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",176,"strawberry:nonvisual:no:3","nonvisual","is-it-furniture","strawberry","nomask","prompt",NA,"no","no",646.487204518,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",177,"rabbit:nonvisual:yes:3","nonvisual","is-it-edible","rabbit","nomask","prompt",NA,"yes","yes",433.862010468,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",178,"raccoon:visual:yes:5","visual","does-it-have-a-mask","raccoon","nomask","prompt",NA,"yes","no",185.780452288,0
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",179,"swan:visual:yes:1","visual","does-it-have-a-long-neck","swan","nomask","prompt",NA,"yes","yes",188.343069312,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",180,"toad:nonvisual:yes:2","nonvisual","does-it-hop","toad","mask","pic","toad","yes","yes",88.8673719164,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",181,"camel:visual:yes:1","visual","does-it-have-a-hump","camel","nomask","pic","camel","yes","yes",112.083286658,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",182,"pig:visual:no:2","visual","does-it-have-wings","pig","nomask","pic","pineapple","no","no",144.619176412,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",183,"train:visual:yes:1","visual","does-it-have-a-caboose","train","nomask","pic","train","yes","yes",73.4958308749,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",184,"banana:visual:yes:3","visual","does-it-have-a-peel","banana","mask","pic","banana","yes","yes",329.706320117,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",185,"giraffe:visual:yes:4","visual","is-it-brown","giraffe","nomask","pic","giraffe","yes","no",175.244466489,0
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",186,"carrot:visual:no:3","visual","does-it-have-many-cars","carrot","nomask","prompt",NA,"no","no",129.534433363,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",187,"mouse:visual:yes:5","visual","does-it-have-a-white-tail","mouse","mask","prompt",NA,"yes","yes",788.455419868,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",188,"camel:visual:yes:4","visual","is-it-large","camel","mask","prompt",NA,"yes","yes",980.956740226,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",189,"rabbit:visual:yes:2","visual","does-it-have-feet","rabbit","mask","pic","rabbit","yes","yes",17.2776595282,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",190,"lion:nonvisual:no:3","nonvisual","does-it-waddle","lion","nomask","prompt",NA,"no","no",228.826080696,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",191,"chicken:nonvisual:no:1","nonvisual","is-it-used-for-holding-liquids","chicken","nomask","prompt",NA,"no","no",134.179856919,1
"MDT105",105,"2015_Nov_12_0949","LL-George",3,"test",192,"alligator:nonvisual:yes:2","nonvisual","is-it-a-reptile","alligator","mask","prompt",NA,"yes","yes",1089.57668486,1
